기관명,기관구분,주소,홈페이지,위도,경도
남신경정신과의원,의원,서울특별시 양천구 중앙로 276 (신정동),,37.5208361584987 ,126.8528842917100 
남양주시보건소,보건소,경기도 남양주시 경춘로 1037 ,,37.6366168416790 ,127.2179954277560 
남양집 ,정신재활시설,"경기도 화성시 동탄면 금곡로 68-6, 101호",www.ksh1995.org,37.1667840051541 ,127.0789389304370 
남원성일병원,병원,전라북도 남원시 사매면 춘향로 822-129 (),,35.4762614533792 ,127.3692374608860 
남원시 정신건강복지센터,기초정신건강복지센터,전라북도 남원시 동문로 42-1(남원농협 동문지점 2층),www.namwon.go.kr,35.4093960397116 ,127.3862752752950 
남원시보건소,보건소,전라북도 남원시 요천로 1285 ,,35.3978398842708 ,127.3639897024910 
남자담쟁이,정신재활시설,"경기도 성남시 중원구 자혜로 8번길 59-5호, 1층",with-coop.org,37.4455606594722 ,127.1585297620680 
남청강정신건강의학과의원,의원,"전라북도 익산시 무왕로 1069 3,4층 (영등동)",,,
남해군 정신건강복지센터,기초정신건강복지센터,경상남도 남해군 남해읍 선소로 6,,34.8447498769141 ,127.8987857027740 
남해군보건소,보건소,경상남도 남해군 남해읍 선소로 6 ,,34.8447498769141 ,127.8987857027740 
내동화세상,정신재활시설,서울특별시 도봉구 도봉산 3길 17-16,www.ndhworld.com,37.6864251961872 ,127.0441901685640 
내마음까페,정신재활시설,"충청남도 서산시 지곡면 충의로 762-78, 늘푸른오스카빌 102동 1005호",,36.8428114488663 ,126.4485225168590 
내안에병원,병원,강원도 원주시 남원로 562-5 (개운동),,37.3339483640910 ,127.9486458576200 
네잎클로버,정신재활시설,경기도 수원시 팔달구 월드컵로 321번길34-20 나동 2층 301호,caf?.naver.com/4clover2013,37.2866492914527 ,127.0320336573460 
노만희정신건강의학과의원,의원,"서울특별시 용산구 한남대로21길 17 7층 (한남동, 신화빌딩)",,37.5341407928541 ,127.0065410295420 
노명선정신건강의학과의원,의원,"서울특별시 강남구 선릉로 523 (역삼동, 유림빌딩 3층일부)",http://www.rohsclinic.com/,37.5062009307086 ,127.0477966431580 
노블정신건강의학과의원,의원,강원도 원주시 능라동길 51 시네시티타워 504호 (무실동),,37.3348395414332 ,127.9301504737370 
노왕구정신건강의학과의원,의원,"서울특별시 강남구 압구정로 156 307호 (신사동, 카로시티2빌딩)",,37.5259909038066 ,127.0267712620570 
노원구 정신건강복지센터,기초정신건강복지센터,"서울특별시 노원구 노해로 455, 인산빌딩 5층",www.nowonmind.or.kr,37.6541750459494 ,127.0585204636250 
노원구보건소,보건소,서울특별시 노원구 노해로 437,,37.6545228397157 ,127.0562683178020 
노원신경정신과의원,의원,"서울특별시 노원구 동일로 1393 305호 (상계동, 일신프라자)",,37.6529465229583 ,127.0605503278140 
노원아이존,정신재활시설,"서울특별시 노원구 한글비석로 326, 3층",www.nowonaizone.or.kr,37.6565230496255 ,127.0783270325640 
노원을지대학교병원,종합병원,서울특별시 노원구 한글비석로 68 을지병원 (하계동),,37.6361106543284 ,127.0696810886600 
노원희망공간이룸,정신재활시설,"서울특별시 노원구 한글비석로 422, 2층(상계동)",cafe.daum.net/ncmhe,37.6620264368073 ,127.0702996340660 
노은정신건강의학과의원,의원,"대전광역시 유성구 반석로 16 7,9층 (반석동)",,,
노임규정신건강의학과의원,의원,광주광역시 서구 월드컵4강로 114 6층 (화정동),,35.1468662973877 ,126.8725293009130 
노정신건강의학과의원,의원,서울특별시 마포구 신촌로 266-1 3층 (아현동),,37.5571046482647 ,126.9552765208110 
노정신건강의학과의원,기초정신건강복지센터,서울특별시 마포구 성산로4길 15 3층,www.mapomhc.org,37.5633684932410 ,126.9078956659060 
노체리안드리자애병원,병원,경기도 가평군 조종면 꽃동네길 46 (노체리안드리자애병원),,37.8848950236805 ,127.3517011899890 
노태용정신과의원,의원,대구광역시 동구 아양로 202 (효목동),,35.8856838131693 ,128.6351741140590 
녹색병원,종합병원,서울특별시 중랑구 사가정로49길 53 (면목동),,37.5835639827081 ,127.0860603857440 
논산시 정신건강복지센터,기초정신건강복지센터,충청남도 논산시 논산대로382,www.health.nonsan.go.kr,36.1960773850350 ,127.1035647350820 
논산시보건소,보건소,충청남도 논산시 논산대로 382 ,,36.1960773850350 ,127.1035647350820 
논산정신요양원,정신요양시설,충청남도 논산시 상월면 월오1길 54,www.nsmental.com,36.3048510601218 ,127.1282027085580 
누리봄,정신재활시설,서울특별시 광진구 용마산로 25길 10,www.nurispring.net,37.5667699331622 ,127.0858887066930 
늘벗정신건강의학과의원,의원,서울특별시 구로구 경인로 661 신도림1차푸르지오 235호 (신도림동),,37.5096619486431 ,126.8879863728190 
늘편한 정신건강의학과의원,의원,충청북도 진천군 진천읍 중앙북로 61 (),,36.8586883462998 ,127.4436533769400 
늘푸른병원,병원,경기도 고양시 덕양구 원당로 139 (주교동),,37.6636175493869 ,126.8401114923380 
늘푸른정신건강의학과의원,의원,대전광역시 유성구 도안대로 591 4층 408호 (봉명동),,36.3531601544185 ,127.3407860555990 
늘푸른정신과의원,의원,"서울특별시 강동구 천호대로 1092 (성내동, 에스케이허브진)",,37.5352477607977 ,127.1326637800850 
늘푸른집,정신재활시설,서울특별시 도봉구 시루봉로 295-3,www.nulpurunjip.net,37.6715507251553 ,127.0418122300840 
늘푸른집,정신재활시설,세종특별자치시 연서면 효교로 135-22,green0210.hompee.com,36.5720274887684 ,127.2379459910890 
늘푸름,정신재활시설,경기도 오산시 은여울로 59,www.nulpoorum.ogr,37.1595997551850 ,127.0726454132920 
닛시복지마을,정신재활시설,충청북도 괴산군 문광면 흑석2길 20-148,www.닛시복지마을.kr,36.7486969056143 ,127.8236664683830 
다나병원,병원,서울특별시 도봉구 해등로 129 (창동),,37.6550518985483 ,127.0404369649960 
다니엘정신건강의학과의원,의원,경상북도 구미시 인동중앙로 11 구미인동우체국 3층 (인의동),,36.1066273474344 ,128.4203321671700 
다미신경정신과의원,의원,서울특별시 송파구 올림픽로 116 4층 (잠실동),,37.5113414162929 ,127.0834937973730 
다솜,정신재활시설,서울특별시 구로구 고척로 10길 9-5,www.dasom1004.kti114.net,37.4989017021411 ,126.8418218802470 
다솜,정신재활시설,대전광역시 유성구 은구비남로 55 ,dspsy.modoo.at/,36.3734241120674 ,127.3209129015660 
다솜신경정신과의원,의원,전라북도 전주시 완산구 온고을로 20 401호~404호 (서신동),,35.8341967220657 ,127.1207472125900 
다솜정신건강의학과의원,의원,대전광역시 서구 둔산로 34 5층 (둔산동),,36.3513837443748 ,127.3775198098740 
다온정신건강의학과의원,의원,"전라북도 전주시 덕진구 아중로 152 4층 (인후동1가, 전북은행)",,35.8258080901225 ,127.1661253350890 
다온정신건강의학과의원,의원,"서울특별시 송파구 올림픽로35가길 9 225호,226호 (신천동, 잠실 푸르지오 월드마크)",,37.5174846188512 ,127.1034447955080 
다온집,정신재활시설,경기도 안양시 만안구 양화로106번길 8402호,caf?.naver.com/daon0607,,
다옴공동체,정신재활시설,대전광역시 유성구 원내로 9-8,www.daomvil.com,36.2996959659474 ,127.3171671277530 
다우리공동생활가정,정신재활시설,충청남도 천안시 동남구 고재15길 19-4,http://cafe.naver.com/daurihome,36.8014446145116 ,127.1612710402550 
다원공동체,정신재활시설,대전광역시 유성구 진잠옛로 135번길 115,blog.daum.net/dawon8227161,,
다원병원,병원,인천광역시 계양구 장제로 857 (임학동),,37.5439765457005 ,126.7373006257450 
다원정신건강의학과의원,의원,"경기도 수원시 영통구 효원로 381 3층 301호 (매탄동, 새롬프라자16차)",,37.2593249761530 ,127.0433105189190 
다일천사병원,병원,"서울특별시 동대문구 서울시립대로 57 천사병원 B1,1,2,3,6층 (전농동)",,37.5766741362136 ,127.0476188636340 
다정다감 ,정신재활시설,"경기도 평택시 점촌1로 6번길 60, 신성공원빌라 302호(서정동)",http://www.kfwc.co.kr,37.0610017482268 ,127.0577357783950 
다정이네,정신재활시설,"서울특별시 종로구 세검정로 7가길 18, 301호",www.homelessness.or.kr,37.6023722858973 ,126.9589815181460 
다정정신건강의학과의원,의원,경기도 수원시 권선구 금곡로 205 해피라움 4층 406호 (금곡동),,37.2743274287064 ,126.9529603252520 
다정한정신과의원,의원,대전광역시 동구 우암로 159 (성남동),,36.3406233187757 ,127.4350503577650 
다함정신건강 상담센터,정신재활시설,"서울특별시 성북구 보문로34길 39, 4층",www.swumentalhealth.com,37.5907688492516 ,127.0174578775230 
닥터오즈정신건강의학과의원,의원,대전광역시 서구 청사로 121 (월평동),,36.3600702484218 ,127.3772644970440 
닥터진정신건강의학과의원,의원,경상남도 창원시 성산구 원이대로 646 (상남동),,35.2247786001304 ,128.6842001018400 
닥터진힐링정신건강의학과의원,의원,"서울특별시 송파구 송이로 200 2층 (문정동, 대진빌딩)",,37.4900014646856 ,127.1279802308490 
닥터최정신건강의학과의원,의원,경기도 수원시 팔달구 권광로 181 씨네파크 307-1호 (인계동),,37.2637484872618 ,127.0322210166620 
단국대학교 의과대학 부속병원,기초정신건강복지센터,경기도 안성시 강변로 74번길 18 안성시보건소 4층,www.asmhwc.co.kr,37.0001696051437 ,127.2698131398660 
단국대학교의과대학부속병원,상급종합병원,충청남도 천안시 동남구 망향로 201 (안서동),,36.8429512507387 ,127.1732752589030 
단비정신건강의학과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 58 2-26호 (삼평동, 판교푸르지오월드마크)",,,
단양군 정신건강복지센터,기초정신건강복지센터,충청북도 단양군 단양읍 삼봉로 53,www.danyang.go.kr/health,36.9815124992855 ,128.3502419610070 
단양군보건소,보건소,충청북도 단양군 단양읍 삼봉로 53,,36.9815124992855 ,128.3502419610070 
달구벌정신 건강센터,정신재활시설,"대구광역시 동구 신성로 63, 3층(신암동)",www.truefriends.or.kr,35.8804501605705 ,128.6133638455740 
달서구보건소,보건소,대구광역시 달서구 학산로 45,,35.8299155224738 ,128.5328355500730 
달성군보건소,보건소,대구광역시 달성군 현풍면 비슬로 130길 17 ,,35.6948169212029 ,128.4403214399850 
달성정신재활센터 해피하우스,정신재활시설,"대구광역시 달성군 화원읍 성화로 20, 2층",www.dshappy.or.kr,35.8008813726563 ,128.4905855626340 
달팽이의 꿈,정신재활시설,경기도 안성시 금광면 배티로 702-16,cafe.naver.com/choiyun41.cafe,36.9779464409831 ,127.3088146261560 
담양군 정신건강복지센터,기초정신건강복지센터,전라남도 담양군 담양읍 완동길 10-11,,35.3250279491981 ,126.9812397422290 
담양군보건소,보건소,전라남도 담양군 담양읍 완동길 10-11 ,,35.3250279491981 ,126.9812397422290 
담은정신건강의학과의원,의원,전라남도 순천시 왕지2길 4-20 2층 (왕지동),,34.9691049617011 ,127.5223383919380 
담쟁이,정신재활시설,경기도 성남시 중원구 자혜로 16번길 45-6 202호 럭키아트빌,0with-coop.org/,37.4464484491184 ,127.1598520307170 
당진시 정신건강복지센터,기초정신건강복지센터,충청남도 당진시 서부로 56,www.dangjin.go.kr/health.do,36.8873596890327 ,126.6304725078370 
당진시보건소,보건소,충청남도 당진시 서부로 56 ,,36.8873596890327 ,126.6304725078370 
대구가톨릭 사회복지회,중독관리통합지원센터,대구광역시 달서구 학산로 50 ,www.119addiction.com,35.8288865111811 ,128.5344650071090 
대구가톨릭 사회복지회,중독관리통합지원센터,경상북도 구미시 검성로 115-1,www.gmaddiction.or.kr,36.1182736174266 ,128.4299090303860 
대구가톨릭대학교,기초정신건강복지센터,"대구광역시 동구 동촌로79, 동구보건소4층 ",www.동구정신건강복지센터.kr,35.8881220889311 ,128.6512165991300 
대구가톨릭대학교병원,상급종합병원,대구광역시 남구 두류공원로17길 33 (대명동),,35.8441891121102 ,128.5658256609650 
대구가톨릭대학교의료원,광역정신건강복지센터,대구광역시 남구 두류공원로 17길 대구가톨릭대학교병원 내 라파엘관 5층,www.dgmhc.or.kr,,
대구광역시립희망원 아름마을,정신요양시설,대구광역시 달성군 화원읍 명천로 58,www.ehope.or.kr,35.8038352306958 ,128.5095825717770 
대구광역자살예방센터,자살예방센터,대구광역시 남구 두류공원로 17길 33 대구가톨릭대학교병원 라파엘관 5층,,35.8441891121102 ,128.5658256609650 
대구대학교 정신건강상담센터,정신재활시설,경상북도 경산시 진량읍 대구대로 201 대구대학교 경산캠퍼스 조형예술대학 3호관 1층,www.daegu.ac.kr,35.9045389737670 ,128.8428132642930 
대구시청 보건건강과,보건소,대구광역시 중구 공평로 88 (동인동1가),,35.8715665189534 ,128.6012589800140 
대구위니스,정신재활시설,대구광역시 북구 옥산로 49 상미빌딩 3층,www.benest.or.kr,35.8856404541341 ,128.5812584354340 
대구의료원,기초정신건강복지센터,대구광역시 서구 북비산로71길7 2층,www.sgmhc.co.kr,35.8801614806405 ,128.5723999321140 
대구의료원,공립,대구광역시 서구 평리로 157,,35.8599194913791 ,128.5411236900670 
대구의료원,종합병원,대구광역시 서구 평리로 157 (중리동),,35.8599194913791 ,128.5411236900670 
대구재활센터,정신재활시설,대구광역시 달서구 성서공단북로 124,www.dgprc.org,35.8441952502071 ,128.4861926766260 
대구정신병원,기초정신건강복지센터,대구광역시 달서구 학산로 50 월성문화관 내,www.dsmhc.or.kr,35.8288865111811 ,128.5344650071090 
대구정신병원,공립,대구광역시 달성군 화원읍 명천로 58,,35.8038352306958 ,128.5095825717770 
대구정신병원,병원,"대구광역시 달성군 화원읍 명천로 58 대구광역시 시립희망원, 대구정신병원",,35.8038352306958 ,128.5095825717770 
대구정신장애인 종합재활센터 미래엔미소클럽,정신재활시설,"대구광역시 서구 옥산로 6길 9, 4층",cafe.naver.com/miremiso8310,35.8857221568881 ,128.5788843182640 
대구파티마병원,종합병원,대구광역시 동구 아양로 99 (신암동),,35.8838489268403 ,128.6229912903130 
대길엘림,정신재활시설,"서울특별시 금천구 시흥대로 54길 19, 301호",daegilwelfare.com,37.4523482923495 ,126.9027914461930 
대길푸른초장,정신재활시설,서울특별시 영등포구 영등포로 84길 4-14,www.greengrass.or.kr/,,
대덕구보건소,보건소,대전광역시 대덕구 석봉로 38번길 55,,36.4448275161377 ,127.4265513076410 
대동병원,종합병원,부산광역시 동래구 충렬대로 187 (명륜동),,35.2043075639488 ,129.0802017702220 
대동병원,병원,대구광역시 동구 화랑로 169 (효목동),,35.8764051555624 ,128.6439348379370 
대림성모병원,종합병원,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",,37.4906897932713 ,126.9071673311500 
대성그린빌,정신요양시설,경상북도 안동시 임하면 진사리길 14,www.dsw21.com,36.4808686989143 ,128.8296476126490 
대성재활센터,정신재활시설,경상북도 안동시 임하면 고곡길260,www.dsmrc.com,36.4859802705422 ,128.8388784511410 
대성정신건강의학과의원,의원,서울특별시 강동구 진황도로 158 (둔촌동),,37.5319246365521 ,127.1415579858820 
대아의료재단한도병원,종합병원,경기도 안산시 단원구 선부광장로 103 (선부동),,37.3340551147876 ,126.8076194360230 
대연성모병원,병원,부산광역시 남구 황령대로353번길 66 (대연동),,35.1481134546651 ,129.0987464475210 
대연힐정신건강의학과의원,의원,부산광역시 남구 수영로 295 503호 (대연동),,35.1370149714740 ,129.0983626101320 
대원대학교 산학협력단,기초정신건강복지센터,충청북도 제천시 의림대로242 보건복지센터 3층,www.jcmind.or.kr,37.1493417043657 ,128.2160864969550 
대자인병원,종합병원,전라북도 전주시 덕진구 견훤로 390 (우아동3가),,35.8459406847161 ,127.1533492353370 
대전 중구정신건강복지센터,기초정신건강복지센터,대전광역시 중구 수도산로 15(대흥동),www.djjunggu.go.kr/html/mental,36.3203550817190 ,127.4258845174340 
대전광역시립정신병원,기초정신건강복지센터,"대전광역시 유성구 유성대로 730번길 51, 2층",www.yesmental.or.kr,36.3581192980157 ,127.3354123039090 
대전광역시립정신병원,공립,대전광역시 유성구 진잠옛로 135번길 87(학하동),,36.3319827109731 ,127.3064556743310 
대전광역시립정신병원,병원,대전광역시 유성구 진잠옛로135번길 87 (학하동),,36.3319827109731 ,127.3064556743310 
대전보훈병원,종합병원,대전광역시 대덕구 대청로82번길 147 147,,,
대전시청 건강정책과,보건소,대전광역시 서구 둔산로 100 ,,36.3503849976553 ,127.3846330059480 
대전정신요양원,정신요양시설,대전광역시 동구 옥천로 315(삼정동),www.soungsin.or.kr,36.3234816498521 ,127.4701197636170 
대전한국병원,종합병원,대전광역시 동구 동서대로 1672 (성남동),,36.3481758122459 ,127.4358350755400 
대진의료재단 분당제생병원,종합병원,경기도 성남시 분당구 서현로180번길 20 (서현동),,37.3882035182255 ,127.1217783421120 
대천정신과의원,의원,충청남도 보령시 번영로 11 (대천동),,36.3525831583541 ,126.5938559287940 
대치마음정신건강의학과의원,의원,서울특별시 강남구 남부순환로 2927 대치 클래시아 3층 301호 (대치동),,37.4936757916501 ,127.0603584148550 
대한민국재향소방동우회 희망나눔병원,병원,인천광역시 미추홀구 한나루로 420 3~4층 (학익동),,,
대한예수교장로회 대전노회유지재단,중독관리통합지원센터,대전광역시 서구 신갈마로 209번길 25 2층,www.djsaddiction.or.kr,36.3521571854030 ,127.3670902512990 
대화공감정신건강의학과의원,의원,"경기도 고양시 일산서구 중앙로 1573 301호 (대화동, 킨텍스프라자)",,37.6759526389454 ,126.7470216027160 
더(the)조은정신건강의학과의원,의원,인천광역시 서구 원당대로 860 보람프라자 804호 (당하동),,37.5932821739070 ,126.6968708720130 
더감동정신건강의학과의원,의원,대구광역시 달성군 다사읍 달구벌대로 880 (),,35.8574400694373 ,128.4648046968010 
더공감정신건강의학과의원,의원,"경기도 용인시 수지구 수지로112번길 11 5층 (성복동, 성복프라자)",,37.3125701992335 ,127.0804384866960 
더공감정신건강의학과의원,의원,세종특별자치시 한누리대로 2135 스타힐타워1 304호 (보람동),,36.4783499120552 ,127.2891603858040 
더맑은신경정신과의원,의원,"서울특별시 강남구 논현로 507 301호 (역삼동, 성지하이츠3차빌딩)",,37.5015784938059 ,127.0361572088180 
더숲,정신재활시설,경기도 수원시 영통구 권광로 290번길 34-5,,37.2735748055543 ,127.0385173328780 
더쉼정신건강의학과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 39 201호,202호 (삼평동, 럭스타워)",,37.3964799078703 ,127.1114952147960 
더웰병원,병원,"경기도 수원시 영통구 봉영로 1620 (영통동, 대우월드마크영통 3,5,6,7,8층)",,37.2550197679277 ,127.0756457361680 
더정신건강의학과의원,의원,서울특별시 중구 남대문로9길 40 센터플레이스 204호 (다동),,37.5671421016237 ,126.9803688235360 
더편한정신건강의학과의원,의원,부산광역시 사상구 가야대로 272 메디칼센타 10층 (주례동),,35.1500465867152 ,129.0022649623240 
더하임,정신재활시설,충청남도 금산군 부리면 무금로 1425,www.theheim.net,36.0488596516433 ,127.5596317760890 
더휴정신건강의학과의원,의원,경기도 고양시 일산동구 고양대로 757 3층 (중산동),,37.6826337667313 ,126.7801605289150 
덕천엘정신건강의학과의원,의원,부산광역시 북구 만덕대로 16 5층 (덕천동),,35.2102376263222 ,129.0068683693670 
도담,정신재활시설,"서울특별시 동대문구 사가정로 258, 4층",www.dodam-partager.net,37.5790998952405 ,127.0735720172520 
도담도담,정신재활시설,경기도 수원시 영통구 영통로 130번길 45 102호,dodam0997.blog.me,37.2398318546846 ,127.0584539871580 
도란도란,정신재활시설,"대전광역시 유성구 송강로 15, 104동 202호",blog.naver.com/dorandoran5,36.4323077395028 ,127.3846541694710 
도래샘,정신재활시설,충청남도 공주시 큰우물길 3-1,http://cafe.daum.net/doraesam15,36.4458675825727 ,127.1240445383610 
도봉구 정신건강복지센터,기초정신건강복지센터,"서울특별시 도봉구 방학로3길 117, 1층",health.dobong.go.kr/,37.6579324310070 ,127.0388203062160 
도봉구보건소,보건소,서울특별시 도봉구 방학로 3길 117 ,,37.6579324310070 ,127.0388203062160 
도봉구정신건강복지센터(부설),자살예방센터,"서울특별시 도봉구 방학로3길 117, 1층",health.dobong.go.kr,37.6579324310070 ,127.0388203062160 
도연정신건강의학과의원,의원,서울특별시 동대문구 망우로 74 2층 (휘경동),,37.5895997469635 ,127.0613659366680 
돌고래정신건강의학과의원,의원,경상북도 경산시 하양읍 대경로105길 3 2층,,35.9005653603724 ,128.8020039389540 
돌봄사랑채,정신재활시설,서울특별시 광진구 아차산로 26길 28,dolbom2014.or.kr,37.5402575080031 ,127.0653959466230 
동광임파워먼트센터,정신재활시설,경기도 부천시 원미구 부일로 191번길 30 동성프라자 701/702호,www.empowerment.or.kr,37.4899983565274 ,126.7515749844050 
동교정신건강의학과의원,의원,서울특별시 마포구 신촌로 62 (동교동),,37.5563615946998 ,126.9326774431160 
동구보건소,보건소,부산광역시 동구 구청로 1 ,,35.1292975675514 ,129.0452982033710 
동구보건소,보건소,대구광역시 동구 동촌로 79 ,,35.8881220889311 ,128.6512165991300 
동구보건소,보건소,인천광역시 동구 석수로 90 ,,37.4830797317432 ,126.6259528363780 
동구보건소,보건소,광주광역시 동구 서남로 1 ,,35.1461417002004 ,126.9230931610700 
동구보건소,보건소,대전광역시 동구 동구청로 147 ,,36.3120364990332 ,127.4549166485800 
동구보건소,보건소,울산광역시 동구 봉수로 155 ,,35.5050745976013 ,129.4164426338950 
동국대학교경주병원,광역정신건강복지센터,"경상북도 경주시 동대로 87, 복지동3층",www.gbmhc.or.kr,35.8585036441744 ,129.1928771727760 
동국대학교의과대학경주병원,종합병원,경상북도 경주시 동대로 87 (석장동),,35.8585036441744 ,129.1928771727760 
동국대학교일산병원,기초정신건강복지센터,경기도 파주시 봉천로 68 파주건강증진센터 1층,www.pajumind.org,37.7450790671407 ,126.8050111902540 
동국대학교일산불교병원,종합병원,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",,37.6764354232648 ,126.8055644824810 
동그라미,정신재활시설,"서울특별시 광진구 능동로 43길 30-11, 202호",cafe.naver.com/1004round,37.5620130993629 ,127.0801590023480 
동그라미,정신재활시설,경기도 안성시 금광면 배티로 702-16,cafe.naver.com/choiyun41.cafe,36.9779464409831 ,127.3088146261560 
동남권원자력의학원,공립,부산광역시 기장군 장안읍 좌동길 40,,35.3218426986741 ,129.2443306989000 
동남권원자력의학원,종합병원,부산광역시 기장군 장안읍 좌동길 40 (),,35.3218426986741 ,129.2443306989000 
동남정신과의원,의원,서울특별시 종로구 북촌로5길 64 3층 (소격동),,37.5799446061397 ,126.9814726606130 
동대문구보건소,보건소,서울특별시 동대문구 천호대로 145 ,,37.5743917161622 ,127.0398965801480 
동대문아이존,정신재활시설,서울특별시 동대문구 답십리로 63길 73 형제빌딩 2층,www.ddmaizone.or.kr,37.5758131819850 ,127.0689053385220 
동두천시보건소,보건소,경기도 동두천시 중앙로 167 ,,37.8966121948147 ,127.0517169848410 
동두천요양원,정신요양시설,경기도 동두천시 평화로 3208번길 43-15,www.ddcmental.or.kr,37.9738842680482 ,127.0688709505180 
동래구보건소,보건소,부산광역시 동래구 명륜로 187번길 56 ,,35.2114125567364 ,129.0798532698900 
동래봉생병원,종합병원,부산광역시 동래구 안연로109번길 27 (안락동),,35.1969275901618 ,129.0961071693990 
동래직업재활센터,정신재활시설,"부산광역시 금정구 중앙대로 2093, 10층",blog.naver.com/dongrae20044,35.2711524135818 ,129.0923547091780 
동산의료원,기초정신건강복지센터,대구광역시 달성군 옥포읍 비슬로 458길 6-2 3층,www.mind119.or.kr,35.7895397133489 ,128.4712811610010 
동산정신건강의학과의원,의원,대구광역시 동구 송라로 86 대한빌딩 4층 (신천동),,35.8748913627042 ,128.6177805833820 
동서울정신건강의학과의원,의원,서울특별시 광진구 자양로 186-1 1층 (구의동),,37.5441602835577 ,127.0851718293530 
동아대학교병원,상급종합병원,부산광역시 서구 대신공원로 26 (동대신동3가),,35.1205099717021 ,129.0187497869650 
동아대학교병원,광역정신건강복지센터,부산광역시 남구 수영로 299 루미너스타원 12층 ,www.busaninmaum.com,35.1371570282282 ,129.0988651796300 
동아메디병원,기초정신건강복지센터,대구광역시 수성구 수성로 213,www.belami.or.kr,35.8449592744865 ,128.6119385422910 
동안정신건강의학과의원,의원,"경기도 안양시 동안구 시민대로 175 301호 (비산동, 동안프라자)",,37.3913516568261 ,126.9504310440360 
동양의료재단연세사랑병원,병원,경상남도 창원시 진해구 행암로 76 (장천동),,35.1287632655688 ,128.7010499955720 
동영의료재단 상록병원,기초정신건강복지센터,부산광역시 동래구 명륜로 187번길 56 동래구보건소 4층,www.dnmhc.co.kr,35.2114125567364 ,129.0798532698900 
동작구 정신건강복지센터,기초정신건강복지센터,서울특별시 동작구 남부순환로 2025,www.dongjak.go.kr,37.4764304412005 ,126.9736224446930 
동작구보건소,보건소,서울특별시 동작구 장승배기로 10길 42 ,,37.5044455276000 ,126.9410883523680 
동작아이존,정신재활시설,서울특별시 동작구 국사봉길 109,www.djaizone.or.kr,37.4954895251315 ,126.9321801661770 
동탄정신건강의학과의원,의원,경기도 화성시 동탄순환대로 704 A동 302호 (영천동),,37.2075871399824 ,127.1107807496870 
동해동인병원,기초정신건강복지센터,강원도 동해시 청운로 96(쇄운동) 1층,www.dhmhc.or.kr,37.4885479731811 ,129.1026904008680 
동해동인병원,기초정신건강복지센터,강원도 삼척시 척주로 76,www.scmhc.or.kr,37.4439334798163 ,129.1720893447150 
동해동인병원,기초정신건강복지센터,"강원도 태백시 태백로 905(황지동,보건소)",www.Happymind-tb.or.kr,37.1766015801089 ,128.9924959655690 
동해시보건소,보건소,강원도 동해시 천곡로 100-2 ,,37.5228678458163 ,129.1171089446020 
동해정신건강의학과의원,의원,울산광역시 남구 중앙로 239 4층 (신정동),,35.5420836495486 ,129.3110291677490 
동행,정신재활시설,대전광역시 중구 유천로 48번길 31(유천동),www.dh2014.or.kr,36.3175541276436 ,127.3996295265400 
동행,정신재활시설,전라북도 임실군 임실읍 호국로 1716-15,www.go-with.co.kr,35.6144788216516 ,127.2899891242600 
동화정신건강의학과의원,의원,서울특별시 광진구 능동로 385-1 (중곡동),,37.5638213356838 ,127.0828606521350 
두드림마음건강센터,정신재활시설,"서울특별시 양천구 등촌로 194, 4층",cafe.daum.net/dodmhc,37.5470335077910 ,126.8631921048380 
두드림정신건강의학과의원,의원,대구광역시 북구 침산로 138 명성프라임 402호 (침산동),,35.8888083986828 ,128.5918724777670 
두드림정신과의원,의원,"경기도 부천시 길주로 181 802~803호 (중동, 골든벨타워)",,,
두온,정신재활시설,경기도 용인시 기흥구 상갈로23번길 2 204호,,37.2687592973646 ,127.1073713307700 
둥근나래꿈 남성홈,정신재활시설,"전라북도 익산시 목천로 229, 3층",http://둥근마음.kr,35.9304241572246 ,126.9467598663260 
둥근나래꿈 여성홈,정신재활시설,"전라북도 익산시 목천로 229, 3층",http://둥근마음.kr,35.9304241572246 ,126.9467598663260 
둥근마음,정신재활시설,전라북도 익산시 목천로 229,http://둥근마음.kr,35.9304241572246 ,126.9467598663260 
드림빌1,정신재활시설,대구광역시 남구 중앙대로26길 13 하이디빌 301호,benest.or.kr,35.8459885290428 ,128.5920524274660 
드림빌2,정신재활시설,대구광역시 남구 중앙대로26길 13 하이디빌 201호,benest.or.kr,35.8459885290428 ,128.5920524274660 
드림정신건강의학과의원,의원,광주광역시 동구 제봉로 27 3층 (학동),,35.1411424902216 ,126.9211497923060 
드림정신건강의학과의원,의원,"충청북도 청주시 흥덕구 2순환로 1240 602호 (강서동, MK빌딩)",,36.6254555126431 ,127.4301041011730 
드림하우스(구 사랑마을),정신재활시설,서울특별시 중랑구 망우로74가길 9,igonggam.net,37.5985913314985 ,127.1047097496320 
디딤돌,정신재활시설,"서울특별시 도봉구 도당로 27길 47, 2층",ddimdol.biz,37.6694981177216 ,127.0407680656510 
디딤병원,병원,경기도 부천시 부천로29번길 7 부천메디컬프라자 5~10층 (심곡동),,37.4868906594052 ,126.7829798449610 
